Symbol
GCT
NVDA
CRWD
RCL
AMPH
ELF
CCL
CELH
ASND
ZS
DDOG
S
IOT
NOW
ANET
TEAM
STNE
LULU
META
WDAY
PDD
XP
CRM
MELI
FTAI
NET
SMCI
GTLB
RYAAY
URI
MMYT
LPG
DASH
NVO
TDW
AXON
ITCI
FRPT
IMCR
MNDY
AAON
SNOW
OZK
KKR
NTRA
DXCM
FROG
JPM
FIX
BKNG
