Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
1986-03-13,0.05489283411024681,0.06296538253329381,0.05489283411024681,0.060274120420217514,1031788800.0,0.0,0.0
1986-03-14,0.0602741448147271,0.06350353686581918,0.0602741448147271,0.06242666020989418,308160000.0,0.0,0.0
1986-03-17,0.06242662770424466,0.0640416323680258,0.06242662770424466,0.06350350379943848,133171200.0,0.0,0.0
1986-03-18,0.06350350576177484,0.06404163434699099,0.06135037246287191,0.061888501048088074,67766400.0,0.0,0.0
1986-03-19,0.061888507054588156,0.06242663569203162,0.060274121142257775,0.06081224977970123,47894400.0,0.0,0.0
1986-03-20,0.06081224755450815,0.06081224755450815,0.05865973308349739,0.059197861701250076,58435200.0,0.0,0.0
1986-03-21,0.05919787473259624,0.060274132205020314,0.05650723105153604,0.057583488523960114,59990400.0,0.0,0.0
1986-03-24,0.05758347893472475,0.05758347893472475,0.05543096434832956,0.05596909299492836,65289600.0,0.0,0.0
1986-03-25,0.05596909439379864,0.0570453517138958,0.05543096573375005,0.0570453517138958,32083200.0,0.0,0.0
1986-03-26,0.05704533564062403,0.05919784967431928,0.05650720713220021,0.05865972116589546,22752000.0,0.0,0.0
1986-03-27,0.0586597301536926,0.0597359873354435,0.0586597301536926,0.0597359873354435,16848000.0,0.0,0.0
1986-03-28,0.05919786023634768,0.05973598882722313,0.05839066730971865,0.059466924518346786,14860800.0,0.0,0.0
1986-03-31,0.059735990319002764,0.059735990319002764,0.0581216044657447,0.059197861701250076,12873600.0,0.0,0.0
1986-04-01,0.05919784967431928,0.05919784967431928,0.05865972116589547,0.05865972116589546,11088000.0,0.0,0.0
1986-04-02,0.05865973308349739,0.06027411893675546,0.05865973308349739,0.059197861701250076,27014400.0,0.0,0.0
1986-04-03,0.0597359873354435,0.061350373108069844,0.0597359873354435,0.0597359873354435,23040000.0,0.0,0.0
1986-04-04,0.0597359873354435,0.06027411592631895,0.0597359873354435,0.0597359873354435,26582400.0,0.0,0.0
1986-04-07,0.059735978182743094,0.06027410669116691,0.05758346414904784,0.05865972116589546,16560000.0,0.0,0.0
1986-04-08,0.05865973308349739,0.06027411893675546,0.05865973308349739,0.059197861701250076,10252800.0,0.0,0.0
1986-04-09,0.059197863158223375,0.06081224905121458,0.059197863158223375,0.060274120420217514,12153600.0,0.0,0.0
1986-04-10,0.060274121142257775,0.0613503784171447,0.05919786386737085,0.06081224977970123,13881600.0,0.0,0.0
1986-04-11,0.06135037246287191,0.06296537717655867,0.06135037246287191,0.061888501048088074,17222400.0,0.0,0.0
1986-04-14,0.061888531361102415,0.06296540801702741,0.061888531361102415,0.06242666020989418,12153600.0,0.0,0.0
1986-04-15,0.06242666020989419,0.06242666020989419,0.0602741448147271,0.06242666020989418,9302400.0,0.0,0.0
1986-04-16,0.06242662203112624,0.06511788358750936,0.0618884935114422,0.06457975506782532,31910400.0,0.0,0.0
1986-04-17,0.06457975959518979,0.06511788815259933,0.06457975959518979,0.06511788815259933,22003200.0,0.0,0.0
1986-04-18,0.06511787712934106,0.06511787712934106,0.06242661583986803,0.06296536326408386,21628800.0,0.0,0.0
1986-04-21,0.06296536326408386,0.06350349173039815,0.06135035890723943,0.06296536326408386,22924800.0,0.0,0.0
1986-04-22,0.06296537717655867,0.06296537717655867,0.06188850104808807,0.061888501048088074,15552000.0,0.0,0.0
1986-04-23,0.06188851671516974,0.062426645436613214,0.06135038799372626,0.06215757876634598,15609600.0,0.0,0.0
1986-04-24,0.06215755742005528,0.06942291393219734,0.06188849546128092,0.06834665685892105,62352000.0,0.0,0.0
1986-04-25,0.06888481229884982,0.07561204290170559,0.06888481229884982,0.07265233248472214,85795200.0,0.0,0.0
1986-04-28,0.07265231460339275,0.07372857183211598,0.07211356703095931,0.07319044321775436,28886400.0,0.0,0.0
1986-04-29,0.07319041769455917,0.07319041769455917,0.07049915660318438,0.07103728502988815,30326400.0,0.0,0.0
1986-04-30,0.07103727835455512,0.07157540673069125,0.06780850809773828,0.0694228932261467,30902400.0,0.0,0.0
1986-05-01,0.06942291393219734,0.06942291393219734,0.06727039978564477,0.06834665685892105,54345600.0,0.0,0.0
1986-05-02,0.06834665685892105,0.06942291393219734,0.0678085283222829,0.06834665685892105,20246400.0,0.0,0.0
1986-05-05,0.06834666729410799,0.06834666729410799,0.06780853867530823,0.06780853867530823,3254400.0,0.0,0.0
1986-05-06,0.06834665685892105,0.06942291393219734,0.06834665685892105,0.06834665685892105,9734400.0,0.0,0.0
1986-05-07,0.06834665685892105,0.06888478539555919,0.06727039978564477,0.06834665685892105,5155200.0,0.0,0.0
1986-05-08,0.06834667615628004,0.06888480484485626,0.06780854746770382,0.06888480484485626,3542400.0,0.0,0.0
1986-05-09,0.06888478539555919,0.06888478539555919,0.06834665685892105,0.06834665685892105,6076800.0,0.0,0.0
1986-05-12,0.06834667615628004,0.07049919091058492,0.06834667615628004,0.06888480484485626,10483200.0,0.0,0.0
1986-05-13,0.06888476485001055,0.06996102160228283,0.06888476485001055,0.0694228932261467,3830400.0,0.0,0.0
1986-05-14,0.06942293353343248,0.06942293353343248,0.06888480484485626,0.06888480484485626,9302400.0,0.0,0.0
1986-05-15,0.06888480484485626,0.0699610622220087,0.06888480484485626,0.06888480484485626,3801600.0,0.0,0.0
1986-05-16,0.06888476485001055,0.07103727835455512,0.06888476485001055,0.0694228932261467,11952000.0,0.0,0.0
1986-05-19,0.06942291393219734,0.06942291393219734,0.0678085283222829,0.06834665685892105,11001600.0,0.0,0.0
1986-05-20,0.06834666729410799,0.06834666729410799,0.06727041005650847,0.06780853867530823,61977600.0,0.0,0.0
1986-05-21,0.06780853717004884,0.06834666577690285,0.06673227995634079,0.06673227995634079,8092800.0,0.0,0.0
1986-05-22,0.06673227995634079,0.06727040856319481,0.06673227995634079,0.06673227995634079,4406400.0,0.0,0.0
1986-05-23,0.06673227995634079,0.06780853717004884,0.06673227995634079,0.06673227995634079,4089600.0,0.0,0.0
1986-05-26,0.06673228502344608,0.06834667100745255,0.06673228502344608,0.06780854240059853,8985600.0,0.0,0.0
1986-05-27,0.06673229009055139,0.06888480484485626,0.06673229009055139,0.06888480484485626,13881600.0,0.0,0.0
1986-05-28,0.06888477132307311,0.07103728502988815,0.06888477132307311,0.07103728502988815,15523200.0,0.0,0.0
1986-05-29,0.07103732728607734,0.0737285899783359,0.07049919853927046,0.07265233248472214,45676800.0,0.0,0.0
1986-05-30,0.07319043163764985,0.07641920281296714,0.07319043163764985,0.07534294575452805,27072000.0,0.0,0.0
1986-06-02,0.07534295767520083,0.07534295767520083,0.07319044321775436,0.07319044321775436,19728000.0,0.0,0.0
1986-06-03,0.07319044321775436,0.07319044321775436,0.07211356703095931,0.07319044321775436,5011200.0,0.0,0.0
1986-06-04,0.07319046123152902,0.0737285899783359,0.0721135847796911,0.07265233248472214,4723200.0,0.0,0.0
1986-06-05,0.07265234103400893,0.07372859865427017,0.07211359326558134,0.07372859865427017,13708800.0,0.0,0.0
1986-06-06,0.07372859865427017,0.07372859865427017,0.07265234103400893,0.07372859865427017,3427200.0,0.0,0.0
1986-06-09,0.07372854124981815,0.07372854124981815,0.07049915194511414,0.07049915194511414,12672000.0,0.0,0.0
1986-06-10,0.07049915194511414,0.07049915194511414,0.06942289516281783,0.07049915194511414,3427200.0,0.0,0.0
1986-06-11,0.07049915194511414,0.07049915194511414,0.06942289516281783,0.07049915194511414,2304000.0,0.0,0.0
1986-06-12,0.07049918176930703,0.07049918176930703,0.06727041005650847,0.06780853867530823,13708800.0,0.0,0.0
1986-06-13,0.06780853867530823,0.06834666729410799,0.06727041005650847,0.06780853867530823,7891200.0,0.0,0.0
1986-06-16,0.06780855670415269,0.06834668546602937,0.06673229918039932,0.067270427942276,9590400.0,0.0,0.0
1986-06-17,0.0678085283222829,0.06942291393219734,0.0678085283222829,0.06834665685892105,13075200.0,0.0,0.0
1986-06-18,0.06834666729410799,0.06834666729410799,0.06673228143770871,0.06780853867530823,4348800.0,0.0,0.0
1986-06-19,0.06780855670415269,0.06834668546602937,0.06673229918039932,0.067270427942276,8467200.0,0.0,0.0
1986-06-20,0.06727037213802904,0.06780850045350051,0.06727037213802904,0.06753943860530853,3801600.0,0.0,0.0
1986-06-23,0.06753946636350855,0.06834665685892105,0.06619414271236848,0.06834665685892105,46195200.0,0.0,0.0
1986-06-24,0.06834666729410799,0.06888479591290775,0.06727041005650847,0.06780853867530823,14572800.0,0.0,0.0
1986-06-25,0.06780853717004884,0.06834666577690285,0.06673227995634079,0.06673227995634079,15235200.0,0.0,0.0
1986-06-26,0.06673226914656148,0.06727039766624553,0.06457975506782532,0.06457975506782532,19152000.0,0.0,0.0
1986-06-27,0.06457977300393469,0.06511790167307628,0.0635035156656515,0.06404164433479309,10396800.0,0.0,0.0
1986-06-30,0.06404163979806572,0.0678085402152086,0.0635035111670453,0.06619415432214737,62352000.0,0.0,0.0
1986-07-01,0.06619415432214737,0.06619415432214737,0.06565602569112695,0.06619415432214737,47577600.0,0.0,0.0
1986-07-02,0.06619415432214737,0.06619415432214737,0.06565602569112695,0.06619415432214737,52617600.0,0.0,0.0
1986-07-03,0.06673229918039932,0.06780855670415269,0.06673229918039932,0.067270427942276,14140800.0,0.0,0.0
1986-07-04,0.06700134842332242,0.0675394771851991,0.06565602712411231,0.06592509150505066,14097600.0,0.0,0.0
1986-07-07,0.06727039766624553,0.06727039766624553,0.06457975506782532,0.06457975506782532,14054400.0,0.0,0.0
1986-07-08,0.06457974866302676,0.06457974866302676,0.06242661583986803,0.06296536326408386,14256000.0,0.0,0.0
1986-07-09,0.06296538253329381,0.06296538253329381,0.05973599178922044,0.060274120420217514,46137600.0,0.0,0.0
1986-07-10,0.06027410669116691,0.06081223519959072,0.0559690786237764,0.05865972116589546,46886400.0,0.0,0.0
1986-07-11,0.0586597345272263,0.06135037768221165,0.0586597345272263,0.060274120420217514,17395200.0,0.0,0.0
1986-07-14,0.0586597302154386,0.060812244581206154,0.0586597302154386,0.05946692079305649,28598400.0,0.0,0.0
1986-07-15,0.059466925164176794,0.06135037768221165,0.0586597345272263,0.060274120420217514,13190400.0,0.0,0.0
1986-07-16,0.06081227366351887,0.06242666020989419,0.06081227366351887,0.06242666020989418,9360000.0,0.0,0.0
1986-07-17,0.06242662770424466,0.06350350379943848,0.06188849913565734,0.06350350379943848,6940800.0,0.0,0.0
1986-07-18,0.0635035156656515,0.06457977300393469,0.06188851070009191,0.06404164433479309,12326400.0,0.0,0.0
1986-07-21,0.06404164433479309,0.06511790167307628,0.06404164433479309,0.06404164433479309,3513600.0,0.0,0.0
1986-07-22,0.06404163979806572,0.06619415432214737,0.06404163979806572,0.06619415432214737,10512000.0,0.0,0.0
1986-07-23,0.06619414062687744,0.06727039766624553,0.06457975506782532,0.06457975506782532,20793600.0,0.0,0.0
1986-07-24,0.06565602274263276,0.06780853717004884,0.06565602274263276,0.06673227995634079,14140800.0,0.0,0.0
1986-07-25,0.06673229918039932,0.06780855670415269,0.06673229918039932,0.067270427942276,20448000.0,0.0,0.0
1986-07-28,0.06727039938714377,0.06727039938714377,0.06565601378679276,0.06565601378679276,11808000.0,0.0,0.0
1986-07-29,0.06565603034221787,0.06619415901135946,0.06296538699650991,0.06404164433479309,14054400.0,0.0,0.0
1986-07-30,0.06404163434699099,0.06404163434699099,0.05973598670722343,0.061888501048088074,26409600.0,0.0,0.0
1986-07-31,0.06188850778296172,0.06242663642673848,0.06135037913918495,0.06135037913918495,15638400.0,0.0,0.0
1986-08-01,0.0613503784171447,0.061888507054588156,0.060274121142257775,0.06081224977970123,12902400.0,0.0,0.0
1986-08-04,0.06081224977970123,0.06081224977970123,0.05919786386737085,0.06081224977970123,12441600.0,0.0,0.0
1986-08-05,0.06081224905121458,0.06135037768221165,0.060274120420217514,0.060274120420217514,2822400.0,0.0,0.0
1986-08-06,0.06027411592631895,0.06081224451719439,0.0586597301536926,0.0597359873354435,18316800.0,0.0,0.0
1986-08-07,0.059735990319002764,0.06027411893675546,0.05865973308349739,0.059197861701250076,3657600.0,0.0,0.0
1986-08-08,0.05919785874456805,0.06081224451719439,0.05919785874456805,0.0597359873354435,4147200.0,0.0,0.0
1986-08-11,0.06081224387765575,0.062426629633304226,0.06081224387765575,0.061888501048088074,7948800.0,0.0,0.0
1986-08-12,0.06188849913565734,0.06350350379943848,0.06188849913565734,0.06350350379943848,9993600.0,0.0,0.0
1986-08-13,0.0635035156656515,0.06404164433479309,0.06296538699650991,0.06404164433479309,6883200.0,0.0,0.0
1986-08-14,0.06404162818644173,0.0661941423202431,0.06404162818644173,0.06565601378679276,20131200.0,0.0,0.0
1986-08-15,0.06565600262279049,0.06619413106473865,0.06511787418084232,0.06592506915330887,6105600.0,0.0,0.0
1986-08-18,0.06592508329825846,0.06619414526741842,0.06511788815259933,0.06511788815259933,12787200.0,0.0,0.0
1986-08-19,0.06511788815259933,0.06538695474084891,0.06404163103778024,0.06511788815259933,20390400.0,0.0,0.0
