Symbol
INTU
ALKT
FICO
GWRE
COIN
DUOL
SPOT
ENSG
TPX
EWBC
WAL
CADE
COLB
BOH
ZION
AMPH
VRTX
REGN
IMGN
NBIX
ALKS
AMGN
AZTA
TWST
RYZB
ARVN
CRSP
LRN
AFYA
EDU
LULU
ANF
ROST
BURL
AEO
URBN
TJX
GPS
PANW
CRWD
ZS
QLYS
GEN
CYBR
S
CHKP
DFH
DHI
PHM
MHO
LEN
TOL
KBH
TMHC
TPH
MBIN
MBWM
WTFC
TBBK
WBS
MNST
WSM
ESTC
OTEX
DBX
VRNS
TREX
AZEK
SSD
OC
BLD
AWI
CNM
GFF
FERG
BLDR
FBIN
MAS
FITB
PNC
MMYT
BKNG
EXPE
TRIP
NMIH
MATX
GLOB
PLUS
RAMP
GTLB
NSIT
FIX
AAON
TT
MOD
LMB
AOS
LII
CARR
PDD
MELI
AMZN
RL
PVH
AX
SYF
AXON
FSS
CDRE
JBI
BCO
ALLE
URI
AER
TGH
AMK
BX
OBDC
MAIN
CSWC
KKR
APO
ARES
OWL
GBDC
BAM
MARA
BLK
LPG
DECK
SKX
TMUS
JPM
DB
UBS
WFC
RY
BAC
BK
MS
MFC
AIG
HIG
HG
XP
AMP
SHOP
NOW
DDOG
NET
PATH
WDAY
FROG
CRM
DOCU
DT
MNDY
PSN
INFA
WIX
BLKB
SNOW
NTNX
FRSH
PCOR
DOCN
GDDY
IOT
TWLO
KD
BR
FI
TW
FLT
ICE
ALLY
AGO
SKWD
CB
WRB
FNF
META
PINS
YELP
GOOGL
GOOG
ZG
Z
NVDA
AVGO
AMD
ARM
QCOM
GEL
CLS
FLEX
TSLX
ANET
SPXC
IR
PH
BMI
ITT
EME
ROL
IBP
GPK
COST
WFRD
AROC
OZK
OFG
PNFP
WAB
BLBD
HWKN
MCO
TRI
RELX
IT
HWM
ERJ
LHX
FTAI
SFM
MAR
IHG
SMCI
CRS
PWR
STRL
FLR
GVA
IDCC
BLX
STNE
FOUR
AXP
V
SQ
GPN
CRH
MLM
KNF
NFLX
ASML
PLAB
WOR
SHW
PBRA
IDXX
ISRG
RGA
CRBG
PRI
HOLI
SCCO
NVO
ZTS
VSTS
COLL
DKS
ASO
ERIE
ADSK
ALTR
PTC
CAH
FOR
MSFT
MEDP
STN
VRT
CAT
TIMB
TDW
CMG
BROS
ARCO
TXRH
WING
COF
XYL
ETN
GE
OSW
RCL
DXCM
ITGR
BSX
ELF
TEAM
HUBS
DV
PCAR
CAMT
STLA
RACE
RYAAY
ABBNY
